"FRAUDFOUND","WEEKOFMONTH","DAYOFWEEK","MAKE","ACCIDENTAREA","DAYOFWEEKCLAIMED","MONTHCLAIMED","WEEKOFMONTHCLAIMED","SEX","MARITALSTATUS","FAULT","VEHICLECATEGORY","VEHICLEPRICE","POLICYNUMBER","REPNUMBER","DEDUCTIBLE","DRIVERRATING","DAYS:POLICY-ACCIDENT","DAYS:POLICY-CLAIM","PASTNUMBEROFCLAIMS","AGEOFVEHICLE","AGEOFPOLICYHOLDER","POLICEREPORTFILED","WITNESSPRESENT","AGENTTYPE","NUMBEROFSUPPLIMENTS","ADDRESSCHANGE-CLAIM","NUMBEROFCARS","BASEPOLICY"
"Yes",2,"Saturday","Pontiac","Urban","Wednesday","Apr",4,"Female","Married","PolicyHolder","Sedan","30_000 to 39_000",11411,6,400,3,"morethan30","morethan30","1","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Saturday","Pontiac","Rural","Monday","Apr",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11413,3,400,1,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Saturday","Pontiac","Urban","Tuesday","May",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11415,12,400,4,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",1,"Monday","Pontiac","Urban","Wednesday","May",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11433,14,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Ford","Urban","Thursday","Sep",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11439,7,400,2,"morethan30","morethan30","1","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",2,"Monday","Accura","Urban","Wednesday","Apr",4,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",11448,10,400,4,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","1to2","nochange","1vehicle","Collision"
"No",1,"Thursday","Toyota","Urban","Thursday","May",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11450,9,400,3,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",2,"Monday","Honda","Urban","Tuesday","Apr",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11451,16,400,2,"morethan30","morethan30","none","6years","31to35","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",2,"Thursday","Chevrolet","Urban","Friday","May",1,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",11470,10,400,4,"morethan30","morethan30","morethan4","morethan7","51to65","No","No","External","none","nochange","1vehicle","Liability"
"No",5,"Wednesday","Chevrolet","Urban","Tuesday","Sep",2,"Male","Married","ThirdParty","Sedan","40_000 to 59_000",11489,15,400,3,"1to7","morethan30","1","morethan7","41to50","Yes","No","External","none","nochange","1vehicle","Collision"
"No",3,"Wednesday","Toyota","Urban","Tuesday","Dec",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11492,4,400,1,"morethan30","morethan30","1","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Wednesday","Pontiac","Urban","Friday","May",1,"Female","Married","PolicyHolder","Sport","20_000 to 29_000",11497,8,400,3,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",2,"Monday","Honda","Urban","Monday","Sep",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11500,6,400,4,"morethan30","morethan30","none","6years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",2,"Wednesday","Mazda","Urban","Thursday","Apr",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11513,10,400,2,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",2,"Sunday","Mazda","Urban","Thursday","May",2,"Male","Divorced","PolicyHolder","Sedan","20_000 to 29_000",11537,2,400,2,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",1,"Saturday","Toyota","Urban","Friday","May",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11538,6,400,1,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",3,"Wednesday","Toyota","Urban","Tuesday","Nov",2,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",11552,15,400,3,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Friday","Chevrolet","Urban","Monday","May",5,"Female","Single","PolicyHolder","Sport","30_000 to 39_000",11564,15,700,3,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",2,"Wednesday","Pontiac","Urban","Friday","Jul",3,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",11571,9,400,3,"morethan30","morethan30","morethan4","morethan7","41to50","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Monday","Honda","Urban","Friday","Nov",4,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",11578,1,500,4,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","2to3years","1vehicle","Collision"
"Yes",3,"Sunday","Toyota","Urban","Monday","Jun",4,"Male","Married","PolicyHolder","Sedan","less than 20_000",11584,7,400,4,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",3,"Monday","Honda","Urban","Tuesday","Apr",4,"Male","Married","PolicyHolder","Sport","more than 69_000",11601,10,400,2,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",4,"Saturday","Toyota","Urban","Thursday","Apr",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",9072,16,400,1,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",1,"Wednesday","Mazda","Urban","Wednesday","Jan",3,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",9088,9,400,3,"morethan30","morethan30","none","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",5,"Saturday","Chevrolet","Urban","Monday","Aug",1,"Male","Single","ThirdParty","Sport","20_000 to 29_000",9103,9,400,4,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","morethan5","nochange","3to4","Liability"
"No",3,"Tuesday","Honda","Urban","Wednesday","Nov",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",9105,2,400,3,"morethan30","morethan30","1","morethan7","51to65","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Saturday","Pontiac","Urban","Tuesday","May",5,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12550,10,400,4,"morethan30","morethan30","none","morethan7","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Tuesday","Mazda","Urban","Thursday","Jul",3,"Male","Single","ThirdParty","Sedan","20_000 to 29_000",12559,15,400,2,"morethan30","morethan30","1","6years","26to30","No","No","External","3to5","1year","2vehicles","AllPerils"
"Yes",5,"Monday","Honda","Urban","Wednesday","May",5,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12569,15,400,4,"morethan30","morethan30","1","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",5,"Tuesday","Chevrolet","Urban","Friday","Jun",1,"Female","Married","ThirdParty","Sedan","20_000 to 29_000",12594,9,400,1,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Saturday","Chevrolet","Urban","Monday","Jun",4,"Male","Married","PolicyHolder","Sport","40_000 to 59_000",12598,2,500,2,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","3to5","2to3years","1vehicle","Liability"
"No",5,"Sunday","Mazda","Urban","Thursday","Jun",1,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",12604,11,400,3,"morethan30","morethan30","none","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",2,"Tuesday","Chevrolet","Urban","Tuesday","Mar",2,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",12613,3,400,4,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",1,"Wednesday","Ford","Urban","Thursday","Mar",1,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",12614,10,400,3,"morethan30","morethan30","none","morethan7","41to50","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",4,"Friday","Honda","Urban","Monday","Sep",4,"Male","Married","ThirdParty","Sport","20_000 to 29_000",12647,4,400,1,"morethan30","morethan30","1","5years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",3,"Monday","Pontiac","Urban","Thursday","Mar",3,"Male","Married","PolicyHolder","Sport","40_000 to 59_000",12653,12,400,2,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",1,"Thursday","Honda","Urban","Friday","Jun",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12654,3,400,1,"morethan30","morethan30","1","7years","41to50","No","No","External","1to2","nochange","1vehicle","Collision"
"No",1,"Monday","Mercury","Rural","Tuesday","Jun",1,"Male","Married","PolicyHolder","Sedan","more than 69_000",12657,13,400,3,"morethan30","morethan30","none","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Thursday","Pontiac","Urban","Monday","Nov",3,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",12664,5,400,2,"morethan30","morethan30","1","6years","31to35","No","No","External","morethan5","4to8years","2vehicles","AllPerils"
"Yes",1,"Thursday","Toyota","Urban","Thursday","Jun",2,"Male","Married","PolicyHolder","Sedan","less than 20_000",12673,7,400,3,"morethan30","morethan30","none","morethan7","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",2,"Tuesday","Mazda","Urban","Tuesday","Jul",2,"Male","Single","PolicyHolder","Sport","20_000 to 29_000",12678,7,400,1,"morethan30","morethan30","1","5years","26to30","No","No","External","none","nochange","1vehicle","Liability"
"No",1,"Monday","Pontiac","Urban","Tuesday","May",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12698,5,400,1,"morethan30","morethan30","none","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Tuesday","Pontiac","Rural","Wednesday","Apr",3,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",12701,11,400,1,"morethan30","morethan30","1","7years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"Yes",1,"Friday","Pontiac","Urban","Monday","Jun",1,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",12724,3,400,3,"morethan30","morethan30","2to4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",1,"Saturday","Chevrolet","Urban","Friday","Jun",2,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",12725,10,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",1,"Saturday","Toyota","Urban","Tuesday","Jun",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12740,11,400,3,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",1,"Saturday","Pontiac","Urban","Wednesday","Jun",3,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",12747,8,400,3,"morethan30","morethan30","1","7years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",1,"Saturday","Pontiac","Urban","Friday","Jun",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12748,2,400,2,"morethan30","morethan30","1","morethan7","41to50","No","No","Internal","3to5","nochange","1vehicle","Collision"
"No",2,"Thursday","Pontiac","Rural","Tuesday","Aug",3,"Male","Married","PolicyHolder","Sedan","less than 20_000",12772,11,400,3,"morethan30","morethan30","1","morethan7","over65","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",4,"Friday","VW","Urban","Thursday","Mar",1,"Male","Married","ThirdParty","Sedan","60_000 to 69_000",12780,14,400,2,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",2,"Wednesday","Honda","Urban","Monday","Jun",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",12804,15,400,1,"morethan30","morethan30","none","6years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"Yes",2,"Wednesday","Toyota","Rural","Monday","Jun",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12810,11,400,1,"morethan30","morethan30","none","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Monday","Ford","Rural","Wednesday","Jul",1,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",12818,2,400,1,"morethan30","morethan30","1","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",5,"Monday","Pontiac","Urban","Monday","Sep",1,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",12819,6,400,3,"morethan30","morethan30","2to4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",2,"Wednesday","Chevrolet","Urban","Monday","Jun",2,"Male","Single","PolicyHolder","Sedan","more than 69_000",12826,7,400,2,"morethan30","morethan30","1","7years","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",2,"Thursday","Mazda","Urban","Monday","Jun",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12835,1,700,4,"morethan30","morethan30","2to4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",4,"Sunday","Honda","Urban","Monday","Dec",1,"Male","Single","ThirdParty","Sedan","20_000 to 29_000",12836,6,400,4,"morethan30","morethan30","morethan4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",1,"Thursday","Chevrolet","Urban","Friday","Oct",1,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",12838,7,400,4,"morethan30","morethan30","none","morethan7","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",2,"Thursday","Saturn","Urban","Tuesday","Jun",2,"Male","Married","PolicyHolder","Sedan","60_000 to 69_000",12843,15,400,4,"morethan30","morethan30","none","morethan7","over65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Monday","Toyota","Urban","Tuesday","Mar",2,"Female","Married","PolicyHolder","Sport","less than 20_000",12848,10,400,3,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",2,"Friday","Honda","Rural","Monday","Jun",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12849,5,400,2,"morethan30","morethan30","2to4","4years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Friday","Honda","Urban","Thursday","Jun",5,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",12864,3,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Friday","Pontiac","Urban","Thursday","Aug",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",12865,7,400,1,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Saturday","VW","Urban","Friday","Jun",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12885,2,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"No",2,"Saturday","Mazda","Rural","Monday","Jun",2,"Male","Single","ThirdParty","Sedan","20_000 to 29_000",12890,12,400,1,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Tuesday","Toyota","Urban","Tuesday","Oct",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12905,14,400,2,"morethan30","morethan30","1","morethan7","51to65","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Tuesday","Toyota","Urban","Thursday","Jul",4,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",12918,16,400,4,"morethan30","morethan30","none","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",2,"Monday","Mazda","Urban","Thursday","Jun",3,"Female","Married","PolicyHolder","Sedan","less than 20_000",12922,1,400,3,"morethan30","morethan30","2to4","7years","41to50","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",3,"Monday","VW","Rural","Tuesday","Jul",3,"Male","Married","PolicyHolder","Sport","more than 69_000",12930,10,400,2,"morethan30","morethan30","none","morethan7","41to50","No","No","External","none","nochange","1vehicle","Liability"
"No",4,"Tuesday","Mazda","Rural","Thursday","Sep",1,"Male","Married","ThirdParty","Sport","more than 69_000",12946,13,400,1,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",5,"Monday","Mazda","Urban","Wednesday","Jun",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",12951,10,400,2,"morethan30","morethan30","1","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Wednesday","Honda","Rural","Thursday","Feb",1,"Male","Married","PolicyHolder","Sedan","less than 20_000",12995,9,400,4,"morethan30","morethan30","none","morethan7","over65","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",3,"Friday","Honda","Urban","Friday","Jun",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",13000,13,400,4,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","4to8years","2vehicles","Collision"
"No",1,"Friday","Pontiac","Urban","Tuesday","Apr",1,"Male","Married","PolicyHolder","Utility","more than 69_000",13001,16,400,2,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Toyota","Urban","Thursday","Aug",1,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",13021,15,400,3,"morethan30","morethan30","2to4","5years","31to35","No","No","External","none","4to8years","2vehicles","Liability"
"No",4,"Monday","Honda","Urban","Tuesday","Mar",4,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",13026,9,400,4,"morethan30","morethan30","2to4","4years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Saturday","Mazda","Urban","Tuesday","Jun",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",13027,5,400,1,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Saturday","Mazda","Urban","Wednesday","Oct",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",13032,3,400,4,"morethan30","morethan30","2to4","7years","41to50","No","No","External","1to2","nochange","1vehicle","Liability"
"No",2,"Monday","VW","Urban","Wednesday","Dec",3,"Female","Single","PolicyHolder","Sedan","30_000 to 39_000",13040,9,400,4,"morethan30","morethan30","1","morethan7","41to50","Yes","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",3,"Monday","Honda","Urban","Thursday","Jun",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",13068,14,400,2,"morethan30","morethan30","2to4","7years","36to40","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",3,"Tuesday","Pontiac","Urban","Wednesday","Jun",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",13088,9,400,4,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Tuesday","Chevrolet","Urban","Thursday","Jun",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",13096,8,400,3,"morethan30","morethan30","1","6years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Sunday","Pontiac","Urban","Monday","Jul",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",13100,9,400,2,"morethan30","morethan30","1","morethan7","36to40","No","No","External","1to2","nochange","1vehicle","Collision"
"No",3,"Wednesday","Honda","Urban","Monday","Dec",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",13112,12,400,1,"morethan30","morethan30","1","7years","36to40","No","No","Internal","morethan5","nochange","1vehicle","Collision"
"Yes",4,"Friday","Chevrolet","Rural","Tuesday","Jul",1,"Male","Married","PolicyHolder","Utility","more than 69_000",13130,9,400,3,"morethan30","morethan30","1","morethan7","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",4,"Saturday","Mazda","Urban","Tuesday","Jul",2,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",13135,1,400,2,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Toyota","Urban","Thursday","Mar",3,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",13140,15,400,2,"morethan30","morethan30","2to4","7years","31to35","No","No","Internal","1to2","nochange","1vehicle","Liability"
"Yes",4,"Saturday","Pontiac","Rural","Tuesday","Jul",1,"Male","Married","PolicyHolder","Sedan","less than 20_000",13143,9,400,1,"morethan30","morethan30","1","6years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Monday","Pontiac","Urban","Wednesday","Jul",1,"Male","Married","ThirdParty","Sedan","less than 20_000",13144,12,400,1,"morethan30","morethan30","2to4","6years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",2,"Thursday","Pontiac","Urban","Tuesday","Mar",3,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",13146,10,400,2,"morethan30","morethan30","1","7years","over65","No","No","External","3to5","nochange","1vehicle","Liability"
"Yes",4,"Monday","Toyota","Urban","Saturday","Jul",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",13159,14,500,4,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","2to3years","1vehicle","AllPerils"
"Yes",5,"Wednesday","Ford","Rural","Thursday","Aug",5,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",13211,6,400,2,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",2,"Tuesday","Pontiac","Urban","Tuesday","Sep",2,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",13215,6,400,3,"morethan30","morethan30","none","5years","26to30","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",2,"Monday","Saab","Urban","Monday","Sep",2,"Male","Single","PolicyHolder","Sport","30_000 to 39_000",13224,8,400,2,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","3to5","nochange","1vehicle","Liability"
"No",2,"Tuesday","Honda","Urban","Wednesday","Aug",3,"Male","Single","PolicyHolder","Sedan","less than 20_000",11615,10,400,4,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Friday","Pontiac","Urban","Tuesday","May",3,"Male","Single","PolicyHolder","Sedan","less than 20_000",11617,8,400,1,"morethan30","morethan30","morethan4","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Monday","Pontiac","Rural","Tuesday","Sep",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11637,7,400,1,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Wednesday","Toyota","Urban","Tuesday","Apr",4,"Female","Single","PolicyHolder","Sport","20_000 to 29_000",11644,1,400,3,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",2,"Thursday","Honda","Urban","Thursday","Dec",5,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11645,1,400,3,"morethan30","morethan30","1","7years","31to35","No","No","External","none","nochange","3to4","Collision"
"No",5,"Wednesday","Honda","Urban","Monday","Oct",1,"Female","Married","PolicyHolder","Sport","30_000 to 39_000",11663,3,400,1,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Thursday","Honda","Urban","Thursday","Jun",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11668,1,400,3,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Monday","Honda","Rural","Wednesday","Jan",1,"Male","Single","PolicyHolder","Sport","30_000 to 39_000",11671,9,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Thursday","Honda","Urban","Monday","Apr",4,"Female","Married","PolicyHolder","Sport","20_000 to 29_000",11676,13,400,1,"morethan30","morethan30","2to4","6years","41to50","No","No","External","3to5","nochange","1vehicle","Liability"
"No",3,"Thursday","Toyota","Urban","Wednesday","Apr",4,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11677,15,400,1,"15to30","15to30","none","5years","41to50","No","No","External","none","4to8years","2vehicles","AllPerils"
"No",4,"Tuesday","Chevrolet","Urban","Tuesday","Aug",4,"Male","Single","PolicyHolder","Sport","20_000 to 29_000",11681,16,400,3,"morethan30","morethan30","morethan4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Thursday","Mazda","Urban","Wednesday","May",2,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",11682,4,400,4,"morethan30","morethan30","none","5years","26to30","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",4,"Friday","Toyota","Urban","Monday","Apr",4,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",11691,16,400,1,"morethan30","morethan30","none","7years","41to50","No","No","External","3to5","nochange","1vehicle","Collision"
"No",4,"Wednesday","Pontiac","Urban","Monday","Oct",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11699,10,400,2,"morethan30","morethan30","morethan4","morethan7","51to65","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",4,"Wednesday","Pontiac","Urban","Wednesday","Nov",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",11701,15,400,4,"morethan30","morethan30","1","morethan7","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Thursday","Pontiac","Urban","Monday","Aug",4,"Male","Married","PolicyHolder","Sedan","more than 69_000",11727,9,400,4,"morethan30","morethan30","none","morethan7","41to50","No","No","External","none","nochange","3to4","Collision"
"No",4,"Saturday","Toyota","Urban","Monday","Apr",4,"Male","Married","ThirdParty","Sedan","less than 20_000",11739,6,400,4,"morethan30","morethan30","1","6years","31to35","Yes","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Sunday","Honda","Urban","Thursday","May",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11763,3,400,3,"morethan30","morethan30","1","7years","51to65","No","No","External","3to5","nochange","1vehicle","Collision"
"No",5,"Tuesday","Mazda","Urban","Friday","Jun",1,"Male","Single","ThirdParty","Sport","30_000 to 39_000",11775,7,400,4,"morethan30","morethan30","none","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",1,"Thursday","Toyota","Urban","Friday","Jun",1,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",11776,11,400,3,"morethan30","morethan30","morethan4","6years","31to35","No","No","Internal","morethan5","nochange","1vehicle","Collision"
"Yes",4,"Monday","Chevrolet","Urban","Tuesday","Apr",4,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",11783,4,400,3,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",4,"Tuesday","Toyota","Urban","Thursday","Jan",4,"Male","Single","ThirdParty","Sedan","20_000 to 29_000",11786,4,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",3,"Saturday","Pontiac","Urban","Thursday","Dec",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",11789,13,400,4,"morethan30","morethan30","1","5years","26to30","No","No","External","none","nochange","1vehicle","Collision"
